仕事,0.166666666667, 名詞
こと,0.114583333333, 名詞
人,0.114583333333, 名詞
年,0.104166666667, 名詞
私,0.104166666667, 名詞
今年,0.09375, 名詞
今,0.0833333333333, 名詞
毎日,0.0729166666667, 名詞
笑,0.0729166666667, 名詞
何,0.0729166666667, 名詞
中,0.0625, 名詞
一,0.0625, 名詞
昨日,0.0625, 名詞
日,0.0520833333333, 名詞
自分,0.0520833333333, 名詞
時,0.0520833333333, 名詞
方,0.0520833333333, 名詞
よう,0.0520833333333, 名詞
的,0.0520833333333, 名詞
大変,0.0520833333333, 名詞
心,0.0520833333333, 名詞
終了,0.0416666666667, 名詞
事,0.0416666666667, 名詞
両立,0.0416666666667, 名詞
生活,0.0416666666667, 名詞
さん,0.0416666666667, 名詞
１,0.0416666666667, 名詞
月,0.03125, 名詞
なん,0.03125, 名詞
以上,0.03125, 名詞
家事,0.03125, 名詞
余裕,0.03125, 名詞
状況,0.03125, 名詞
今日,0.03125, 名詞
準備,0.03125, 名詞
次,0.03125, 名詞
状態,0.03125, 名詞
作業,0.03125, 名詞
年末,0.03125, 名詞
２,0.03125, 名詞
アップ,0.03125, 名詞
たくさん,0.03125, 名詞
年明け,0.0208333333333, 名詞
コース,0.0208333333333, 名詞
ロ,0.0208333333333, 名詞
本,0.0208333333333, 名詞
楽,0.0208333333333, 名詞
大切,0.0208333333333, 名詞
１２月,0.0208333333333, 名詞
購入,0.0208333333333, 名詞
気持ち,0.0208333333333, 名詞
相談,0.0208333333333, 名詞
会社,0.0208333333333, 名詞
力,0.0208333333333, 名詞
テンション,0.0208333333333, 名詞
うち,0.0208333333333, 名詞
話,0.0208333333333, 名詞
本数,0.0208333333333, 名詞
おまけ,0.0208333333333, 名詞
これ,0.0208333333333, 名詞
マリ,0.0208333333333, 名詞
嫁,0.0208333333333, 名詞
昨年,0.0208333333333, 名詞
精神,0.0208333333333, 名詞
キツ,0.0208333333333, 名詞
鍋,0.0208333333333, 名詞
幸せ,0.0208333333333, 名詞
最初,0.0208333333333, 名詞
時代,0.0208333333333, 名詞
もの,0.0208333333333, 名詞
家,0.0208333333333, 名詞
お金,0.0208333333333, 名詞
たち,0.0208333333333, 名詞
結果,0.0208333333333, 名詞
勉強,0.0208333333333, 名詞
ラッシュ,0.0208333333333, 名詞
自身,0.0208333333333, 名詞
姉,0.0208333333333, 名詞
充実,0.0208333333333, 名詞
個人,0.0208333333333, 名詞
前,0.0208333333333, 名詞
一緒,0.0208333333333, 名詞
０,0.0208333333333, 名詞
イベント,0.0208333333333, 名詞
やつ,0.0208333333333, 名詞
レッスン,0.0208333333333, 名詞
する,0.739583333333, 動詞
なる,0.208333333333, 動詞
いる,0.197916666667, 動詞
てる,0.177083333333, 動詞
ある,0.125, 動詞
れる,0.0729166666667, 動詞
ちゃう,0.0625, 動詞
やる,0.0625, 動詞
出来る,0.0625, 動詞
増える,0.0625, 動詞
思う,0.0625, 動詞
しまう,0.0520833333333, 動詞
すぎる,0.0416666666667, 動詞
くる,0.0416666666667, 動詞
いう,0.0416666666667, 動詞
見る,0.0416666666667, 動詞
追いつく,0.0416666666667, 動詞
変わる,0.03125, 動詞
おる,0.03125, 動詞
終わる,0.03125, 動詞
行く,0.03125, 動詞
過ごす,0.03125, 動詞
始める,0.03125, 動詞
言う,0.03125, 動詞
考える,0.03125, 動詞
動く,0.0208333333333, 動詞
暮らす,0.0208333333333, 動詞
できる,0.0208333333333, 動詞
せる,0.0208333333333, 動詞
泳ぐ,0.0208333333333, 動詞
過ぎる,0.0208333333333, 動詞
いただく,0.0208333333333, 動詞
きれる,0.0208333333333, 動詞
溺れる,0.0208333333333, 動詞
叩く,0.0208333333333, 動詞
かける,0.0208333333333, 動詞
しとる,0.0208333333333, 動詞
磨く,0.0208333333333, 動詞
わかる,0.0208333333333, 動詞
切る,0.0208333333333, 動詞
まとめる,0.0208333333333, 動詞
支える,0.0208333333333, 動詞
みる,0.0208333333333, 動詞
分かる,0.0208333333333, 動詞
とる,0.0208333333333, 動詞
見える,0.0208333333333, 動詞
忙しい,0.114583333333, 形容詞
ない,0.0416666666667, 形容詞
いい,0.0416666666667, 形容詞
多い,0.0208333333333, 形容詞
もう,0.0625, 副詞
なかなか,0.03125, 副詞
かなり,0.03125, 副詞
なんとか,0.03125, 副詞
色々,0.0208333333333, 副詞
ちょっと,0.0208333333333, 副詞
とにかく,0.0208333333333, 副詞
なんだか,0.0208333333333, 副詞
バタバタ,0.0208333333333, 副詞
特に,0.0208333333333, 副詞
すっ,0.0208333333333, 副詞
初めて,0.0208333333333, 副詞
まだ,0.0208333333333, 副詞
いきなり,0.0208333333333, 副詞
どう,0.0208333333333, 副詞
沢山,0.0208333333333, 副詞
