こと/喋る,14875
こと/しゃべる,13023
こと/話す,10074
人/喋る,10042
こと/てる,9904
こと/する,9043
人/しゃべる,8840
ん/喋る,8179
ん/しゃべる,7215
何/喋る,7148
人/話す,6784
人/てる,6667
笑/喋る,6459
自分/喋る,6314
何/しゃべる,6277
人/する,6114
笑/しゃべる,5671
自分/しゃべる,5542
ん/話す,5472
ん/てる,5420
ん/する,4979
何/話す,4889
それ/喋る,4797
さん/喋る,4778
何/てる,4744
何/する,4346
笑/話す,4285
笑/てる,4282
こと/れる,4274
年越し/喋る,4239
それ/しゃべる,4236
自分/話す,4217
自分/てる,4193
さん/しゃべる,4156
語/喋る,4101
宇宙/喋る,4101
話/喋る,4005
笑/する,3932
あと/喋る,3920
方/喋る,3862
自分/する,3847
年越し/しゃべる,3753
語/しゃべる,3642
宇宙/しゃべる,3642
私/喋る,3631
関係/喋る,3570
話/しゃべる,3543
的/喋る,3537
あと/しゃべる,3485
店/喋る,3460
方/しゃべる,3356
者/喋る,3318
さん/話す,3308
それ/話す,3221
さん/てる,3216
それ/てる,3168
私/しゃべる,3137
関係/しゃべる,3136
的/しゃべる,3106
ちゃん/喋る,3087
店/しゃべる,3038
の/喋る,3034
それ/する,2922
者/しゃべる,2913
人/れる,2908
さん/する,2898
こと/なる,2875
年越し/てる,2817
仕事/喋る,2760
カフェ/喋る,2739
翻訳/喋る,2734
宇宙/てる,2715
語/てる,2715
年越し/話す,2709
まりあ/喋る,2684
ちゃん/しゃべる,2682
方/話す,2670
語/話す,2658
宇宙/話す,2658
日本語/喋る,2648
話/てる,2634
値/喋る,2626
塾/喋る,2626
偏差/喋る,2626
話/話す,2613
の/しゃべる,2610
あと/てる,2593
年越し/する,2577
あと/話す,2574
間/喋る,2565
方/てる,2558
私/話す,2504
宇宙/する,2487
語/する,2487
時代/喋る,2454
変身/喋る,2454
今/喋る,2442
話/する,2442
仕事/しゃべる,2435
英語/喋る,2429
翻訳/しゃべる,2428
私/てる,2418
笑顔/喋る,2417
カフェ/しゃべる,2391
あと/する,2388
関係/話す,2380
ん/れる,2379
関係/てる,2354
日本語/しゃべる,2345
的/てる,2344
方/する,2340
感謝/喋る,2327
店/話す,2325
的/話す,2325
偏差/しゃべる,2320
塾/しゃべる,2320
値/しゃべる,2320
友達/喋る,2316
まりあ/しゃべる,2313
者/話す,2299
店/てる,2276
間/しゃべる,2254
興味/喋る,2207
私/する,2194
者/てる,2194
変身/しゃべる,2178
時代/しゃべる,2178
